id,answer
1575,September
1576,15
1577,The city limits also
1578,Hurricanes
1579,The highest temperature recorded within city limits
1580,area
1581,23
1582,"548,404"
1583,Charles Towne
1584,"9,123"
1585,counties
1586,Berkeley County
1587,imposed
1588,state
1589,limits
1590,formed
1591,St. Philip
1592,The first
1593,group arranged
1594,allowed
1595,John Locke
1596,1630–1685
1597,The first settlers primarily came
1598,lies due east
1599,Johnson
1600,0
1601,moved east
1602,Charles Town
1603,1830
1604,combined
1605,practicing
1606,Atlantic
1607,'s claims
1608,so-called
1609,largely removed
1610,Johnson
1611,so-called
1612,established
1613,estimated
1614,Many slaves
1615,Middle Passage
1616,Middle Passage
1617,African slaves brought knowledge
1618,1750
1619,landowners experimented
1620,1700
1621,leading export
1622,Charles Towne
1623,1670
1624,0
1625,future state would continue
1626,20th
1627,nations insured
1628,"1,250,000"
1629,"5,239,350"
1630,early
1631,deer skins annually
1632,1770
1633,1770
1634,1748
1635,1770
1636,America
1637,Charles Towne
1638,0
1639,"2,000"
1640,mainland side
1641,Americans
1642,Charles Towne
1643,1780
1644,1780
1645,Benjamin Lincoln
1646,"5,400-man"
1647,status
1648,1786
1649,1793
1650,cotton quickly became
1651,Slaves
1652,0
1653,large class
1654,"3,785"
1655,1790
1656,1790
1657,massive slave revolt planned
1658,1822
1659,tried
1660,five
1661,violent retribution
1662,Among
1663,"17,000"
1664,liquor
1665,"17,000"
1666,churches
1667,established
1668,established
1669,0
1670,United States
1671,Arsenal
1672,blacks made
1673,73
1674,Red Shirts
1675,election cycle
1676,two
1677,Red Shirts
1678,freedmen
1679,incident
1680,Violent incidents took place
1681,0
1682,earthquake
1683,destroyed
1684,31
1685,destroyed
1686,also
1687,decades
1688,state legislature passed
1689,1889
1690,one million
1691,1896
1692,study
1693,people
1694,Senior pastor
1695,College
1696,battle flag
1697,held annually
1698,held annually
1699,held annually
1700,selected
1701,selected
1702,Footlight Players
1703,Charleston Fashion Week
1704,1931
1705,incident
1706,The cuisine
1707,1887
1708,'s speech
1709,College
1710,Sylvester Primer
1711,German
1712,one
1713,held annually
1714,James Island County Park
1715,art festival featuring
1716,0
1717,Chris Smith
1718,years
1719,Eubie Blake
1720,tremendous influence
1721,dock workers
1722,established
1723,The orphanage accepted donations
1724,1891
1725,0
1726,Colored Waif
1727,Jenkins Orphanage Band
1728,play ``
1729,George Gershwin
1730,summer
1731,1934
1732,19
1733,300
1734,Thomas Carr
1735,Thomas Carr
1736,two
1737,'s
1738,452
1739,452
1740,Greg Mullen
1741,police chief
1742,medical university
1743,North Charleston
1744,City
1745,West Ashley
1746,experiencing rapid growth
1747,served
1748,served
1749,felt
1750,John 's Island
1751,The airport shares runways
1752,This highway merges
1753,downtown area
1754,King Street
1755,city
1756,downtown
1757,across
1758,Mount Pleasant
1759,1929
1760,1929
1761,across
1762,history
1763,Charleston Office
1764,The city
1765,Roman Catholic Diocese
1766,parochial schools
1767,Roman Catholic Diocese
1768,The Citadel
1769,located downtown
1770,located downtown
1771,offers bachelor 's degrees
1772,also home
1773,one
1774,rest
1775,Gian Carlo Menotti
1776,Spoleto Festival USA
1777,selected
1778,1996
1779,"2,500"
1780,Two
1781,Weapons Station
1782,"2,500"
1783,ordinance
1784,1832
1785,1832
1786,incident
1787,The state 's politicians worked
1788,The slave trade also depended
1789,Market Hall
1790,African
1791,Piedmont
1792,transported
1793,state
1794,postwar
1795,city
1796,city 's reconstruction
1797,Confederacy
1798,Indo-European
1799,constituent republics
1800,constituent republics
1801,three
1802,10th
1803,Russian distinguishes
1804,used
1805,homographic words
1806,за́мок zamok
1807,History
1808,Ukrainian
1809,e.g
1810,Surzhyk
1811,19th
1812,language used
1813,also influenced
1814,Church Slavonic
1815,20th
1816,0
1817,mid-20th
1818,Despite
1819,67.8
1820,67.8
1821,point
1822,67.8
1823,1809
1824,1809
1825,"33,400"
1826,"33,400"
1827,"33,400"
1828,three
1829,three
1830,seen
1831,seen
1832,Armenia
1833,Warsaw Pact
1834,school system
1835,Russian
1836,Russian belongs
1837,67.8
1838,"21,639"
1839,67.8
1840,67.8
1841,official status
1842,20th
1843,20th
1844,official status
1845,official status
1846,20th
1847,official status
1848,20th
1849,official status
1850,official status
1851,state language
1852,northern
1853,25.6
1854,25.6
1855,northern
1856,explorers voyaged
1857,1700s
1858,1700s
1859,however
1860,groups also exist
1861,1975
1862,International Space Station
1863,constituent republics
1864,NASA
1865,March
1866,5.9
1867,5.9
1868,lineal descendant
1869,67.8
1870,Some linguists divide
1871,Some linguists divide
1872,This distinction
1873,Northern Russian
1874,An interesting morphological feature
1875,Stressed vowels
1876,spoken along
1877,occurs
1878,dialects
1879,indicating
1880,Vladimir Dal
1881,19th
1882,18th
1883,20th
1884,monumental
1885,Older letters
1886,ʲe
1887,⟨и⟩
1888,⟨ф⟩ f
1889,⟨у⟩ u
1890,Free programs leveraging
1891,Free programs leveraging
1892,Free programs leveraging
1893,citation needed
1894,Free programs leveraging
1895,0
1896,Russian
1897,Russian
1898,Russian
1899,alphabet
1900,one
1901,According
1902,Free programs leveraging
1903,Free programs leveraging
1904,Free programs leveraging
1905,Stressed vowels
1906,Stressed vowels
1907,Moscow
1908,often velarized
1909,Stressed vowels
